unique_id,mean,std,cv,zero_pct,trend,ramp_up,second_half_mean,train_start,active_weeks,bucket,history_length,recent_mean,recent_zero_pct
CA-FM-80-FM11721,0.018018018018018018,0.13301642396606667,7.3824115301167,0.9819819819819819,0.0009038259038259041,False,0.03571428571428571,2024-06-24,110,intermittent,full,0.15384615384615385,0.8461538461538461
CA-FM-80-FM12035,0.009009009009009009,0.09448728361893258,10.488088481701515,0.990990990990991,0.00041242541242541246,False,0.017857142857142856,2024-06-24,110,intermittent,full,0.07692307692307693,0.9230769230769231
CA-FM-80-FM12182,0.009009009009009009,0.09448728361893258,10.488088481701515,0.990990990990991,0.00048262548262548264,False,0.017857142857142856,2024-06-24,110,intermittent,full,0.07692307692307693,0.9230769230769231
CA-FM-80-FM12897,0.018018018018018018,0.13301642396606667,7.3824115301167,0.9819819819819819,0.0006669006669006671,False,0.03571428571428571,2024-06-24,110,intermittent,full,0.0,1.0
CA-FM-80-FM12907,0.009009009009009009,0.09448728361893258,10.488088481701515,0.990990990990991,0.0004738504738504738,False,0.017857142857142856,2024-06-24,110,intermittent,full,0.07692307692307693,0.9230769230769231
CA-FM-80-FM12915,0.009009009009009009,0.09448728361893258,10.488088481701515,0.990990990990991,0.00046507546507546513,False,0.017857142857142856,2024-06-24,110,intermittent,full,0.07692307692307693,0.9230769230769231
CA-FM-80-FM12958,0.05405405405405406,0.32432432432432434,6.0,0.963963963963964,0.002457002457002457,False,0.10714285714285714,2024-06-24,110,intermittent,full,0.38461538461538464,0.7692307692307693
CA-FM-80-FM12961,0.009009009009009009,0.09448728361893258,10.488088481701515,0.990990990990991,0.0004387504387504389,False,0.017857142857142856,2024-06-24,110,intermittent,full,0.07692307692307693,0.9230769230769231
CA-FM-80-FM12999,0.036036036036036036,0.22968556367535067,6.373774391990981,0.972972972972973,0.0018164268164268167,False,0.07142857142857142,2024-06-24,110,intermittent,full,0.3076923076923077,0.7692307692307693
CA-FM-80-FM13000,0.018018018018018018,0.13301642396606667,7.3824115301167,0.9819819819819819,0.0008775008775008778,False,0.03571428571428571,2024-06-24,110,intermittent,full,0.15384615384615385,0.8461538461538461
CA-FM-80-FM13024,0.036036036036036036,0.18637982761781263,5.172040216394301,0.963963963963964,0.0012987012987012991,False,0.07142857142857142,2024-06-24,110,intermittent,full,0.07692307692307693,0.9230769230769231
CA-FM-80-FM13038,0.009009009009009009,0.09448728361893258,10.488088481701515,0.990990990990991,0.0004738504738504738,False,0.017857142857142856,2024-06-24,110,intermittent,full,0.07692307692307693,0.9230769230769231
CA-FM-80-FM13039,0.009009009009009009,0.09448728361893258,10.488088481701515,0.990990990990991,0.00035100035100035104,False,0.017857142857142856,2024-06-24,110,intermittent,full,0.0,1.0
CA-FM-80-FM13186,0.018018018018018018,0.13301642396606667,7.3824115301167,0.9819819819819819,0.0008336258336258338,False,0.03571428571428571,2024-06-24,110,intermittent,full,0.15384615384615385,0.8461538461538461
CA-FM-80-FM13197,0.018018018018018018,0.13301642396606667,7.3824115301167,0.9819819819819819,0.0006493506493506494,False,0.03571428571428571,2024-06-24,110,intermittent,full,0.07692307692307693,0.9230769230769231
CA-FM-80-FM13232,0.009009009009009009,0.09448728361893258,10.488088481701515,0.990990990990991,0.00048262548262548264,False,0.017857142857142856,2024-06-24,110,intermittent,full,0.07692307692307693,0.9230769230769231
CA-FM-80-FM13260,0.018018018018018018,0.13301642396606667,7.3824115301167,0.9819819819819819,0.0009038259038259041,False,0.03571428571428571,2024-06-24,110,intermittent,full,0.15384615384615385,0.8461538461538461
CA-FM-80-FM13261,0.018018018018018018,0.18897456723786515,10.488088481701515,0.990990990990991,0.0008248508248508249,False,0.03571428571428571,2024-06-24,110,intermittent,full,0.15384615384615385,0.9230769230769231
CA-FM-80-FM13263,0.018018018018018018,0.13301642396606667,7.3824115301167,0.9819819819819819,0.0008950508950508953,False,0.03571428571428571,2024-06-24,110,intermittent,full,0.15384615384615385,0.8461538461538461
CA-FM-80-FM13282,0.009009009009009009,0.09448728361893258,10.488088481701515,0.990990990990991,0.00042997542997542986,False,0.017857142857142856,2024-06-24,110,intermittent,full,0.07692307692307693,0.9230769230769231
CA-FM-80-FM13288,0.009009009009009009,0.09448728361893258,10.488088481701515,0.990990990990991,0.0004738504738504738,False,0.017857142857142856,2024-06-24,110,intermittent,full,0.07692307692307693,0.9230769230769231
