unique_id,model_version,window,cutoff,bucket,history_length,yhat_total,y_total,ae,bias
CA-SC-10-F-185-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,31.261578571428572,37,5.738421428571428,-5.738421428571428
CA-SC-10-F-185-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,23.13187142857143,39,15.86812857142857,-15.86812857142857
CA-SC-10-F-185-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,18.316107142857142,38,19.683892857142858,-19.683892857142858
CA-SC-10-F-188-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,69.51968333333335,113,43.48031666666665,-43.48031666666665
CA-SC-10-F-188-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,23.10945238095238,30,6.89054761904762,-6.89054761904762
CA-SC-10-F-190-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,32.87065476190477,46,13.129345238095233,-13.129345238095233
CA-SC-10-F-190-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,243.8524904761905,281,37.147509523809504,-37.147509523809504
CA-SC-10-F-190-DB-1TO,v1,Mar-May,2026-02-23,smooth,short,54.179195238095254,84,29.820804761904746,-29.820804761904746
CA-SC-10-F-190-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,66.63170238095239,91,24.36829761904761,-24.36829761904761
CA-SC-10-F-193-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,53.25925,59,5.7407499999999985,-5.7407499999999985
CA-SC-10-F-193-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,10.54485,20,9.45515,-9.45515
CA-SC-10-F-197-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,22.548466666666666,60,37.45153333333333,-37.45153333333333
CA-SC-10-F-197-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,7.418666666666668,44,36.58133333333333,-36.58133333333333
CA-SC-10-F-199-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,297.22561904761903,436,138.77438095238097,-138.77438095238097
CA-SC-10-F-199-DB-1TO,v1,Mar-May,2026-02-23,smooth,short,45.495380952380955,45,0.49538095238095536,0.49538095238095536
CA-SC-10-F-199-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,175.38701190476195,183,7.612988095238052,-7.612988095238052
CA-SC-10-F-199-GR-1TO,v1,Mar-May,2026-02-23,smooth,short,38.49426904761904,52,13.505730952380958,-13.505730952380958
CA-SC-10-F-20-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,101.76005714285715,135,33.23994285714285,-33.23994285714285
CA-SC-10-F-20-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,92.45717142857143,111,18.542828571428572,-18.542828571428572
CA-SC-10-F-20-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,45.323926190476186,75,29.676073809523814,-29.676073809523814
CA-SC-10-F-20-GR-1TO,v1,Mar-May,2026-02-23,smooth,short,44.380542857142856,59,14.619457142857144,-14.619457142857144
CA-SC-10-F-200-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,34.26675,101,66.73325,-66.73325
CA-SC-10-F-200-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,29.288702380952383,89,59.71129761904761,-59.71129761904761
CA-SC-10-F-208-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,21.950540476190476,75,53.049459523809524,-53.049459523809524
CA-SC-10-F-215-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,99.29065,114,14.70935,-14.70935
CA-SC-10-F-215-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,81.39337142857141,114,32.60662857142859,-32.60662857142859
CA-SC-10-F-215-DB-1TO,v1,Mar-May,2026-02-23,smooth,short,31.496214285714288,27,4.496214285714288,4.496214285714288
CA-SC-10-F-216-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,118.53358095238097,135,16.466419047619027,-16.466419047619027
CA-SC-10-F-216-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,72.59262142857143,86,13.407378571428566,-13.407378571428566
CA-SC-10-F-219-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,23.387652380952378,35,11.612347619047622,-11.612347619047622
CA-SC-10-F-22-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,71.24467619047618,62,9.244676190476184,9.244676190476184
CA-SC-10-F-22-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,77.23947857142856,200,122.76052142857144,-122.76052142857144
CA-SC-10-F-22-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,25.80406904761905,34,8.195930952380952,-8.195930952380952
CA-SC-10-F-221-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,34.6318238095238,56,21.3681761904762,-21.3681761904762
CA-SC-10-F-232-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,37.21816666666667,55,17.78183333333333,-17.78183333333333
CA-SC-10-F-232-GR-1TO,v1,Mar-May,2026-02-23,smooth,short,51.58954047619047,93,41.41045952380953,-41.41045952380953
CA-SC-10-F-234-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,104.29239047619049,109,4.707609523809509,-4.707609523809509
CA-SC-10-F-234-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,95.73009761904763,115,19.269902380952374,-19.269902380952374
CA-SC-10-F-25-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,14.700780952380953,51,36.29921904761905,-36.29921904761905
CA-SC-10-F-25-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,11.178952380952383,47,35.82104761904762,-35.82104761904762
CA-SC-10-F-26-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,15.395261904761906,55,39.60473809523809,-39.60473809523809
CA-SC-10-F-29-GR-1TO,v1,Mar-May,2026-02-23,smooth,short,0.4315666666666667,41,40.56843333333333,-40.56843333333333
CA-SC-10-F-30-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,105.54862142857142,214,108.45137857142858,-108.45137857142858
CA-SC-10-F-30-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,283.96704523809524,379,95.03295476190476,-95.03295476190476
CA-SC-10-F-30-BR-1TO,v1,Mar-May,2026-02-23,smooth,short,27.902797619047618,32,4.097202380952382,-4.097202380952382
CA-SC-10-F-30-DB-1TO,v1,Mar-May,2026-02-23,smooth,short,10.156592857142856,60,49.843407142857146,-49.843407142857146
CA-SC-10-F-30-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,119.3692,147,27.630799999999994,-27.630799999999994
CA-SC-10-F-30-GR-1TO,v1,Mar-May,2026-02-23,smooth,short,96.11300476190478,126,29.886995238095224,-29.886995238095224
CA-SC-10-F-30-WR-1TO,v1,Mar-May,2026-02-23,smooth,short,24.054619047619052,67,42.945380952380944,-42.945380952380944
CA-SC-10-F-31-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,80.32107857142856,87,6.678921428571442,-6.678921428571442
CA-SC-10-F-31-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,215.50615238095233,305,89.49384761904767,-89.49384761904767
CA-SC-10-F-31-DB-1TO,v1,Mar-May,2026-02-23,smooth,short,18.0402,52,33.9598,-33.9598
CA-SC-10-F-31-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,78.46921428571429,93,14.530785714285713,-14.530785714285713
CA-SC-10-F-31-GR-1TO,v1,Mar-May,2026-02-23,smooth,short,47.19999285714287,53,5.800007142857133,-5.800007142857133
CA-SC-10-F-34-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,26.28556904761905,43,16.71443095238095,-16.71443095238095
CA-SC-10-F-36-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,30.23386904761905,36,5.766130952380951,-5.766130952380951
CA-SC-10-F-36-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,34.6218880952381,36,1.3781119047619015,-1.3781119047619015
CA-SC-10-F-40-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,100.73540476190475,181,80.26459523809525,-80.26459523809525
CA-SC-10-F-40-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,434.61795,632,197.38205,-197.38205
CA-SC-10-F-40-BR-1TO,v1,Mar-May,2026-02-23,smooth,short,31.870969047619052,45,13.129030952380948,-13.129030952380948
CA-SC-10-F-40-DB-1TO,v1,Mar-May,2026-02-23,smooth,short,52.17982380952381,107,54.82017619047619,-54.82017619047619
CA-SC-10-F-40-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,253.81189761904764,386,132.18810238095236,-132.18810238095236
CA-SC-10-F-40-GR-1TO,v1,Mar-May,2026-02-23,smooth,short,106.00948571428572,187,80.99051428571428,-80.99051428571428
CA-SC-10-F-40-WR-1TO,v1,Mar-May,2026-02-23,smooth,short,52.40630714285715,84,31.593692857142848,-31.593692857142848
CA-SC-10-F-43-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,29.70727619047619,60,30.29272380952381,-30.29272380952381
CA-SC-10-F-43-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,50.973526190476186,80,29.026473809523814,-29.026473809523814
CA-SC-10-F-59-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,45.277049999999996,49,3.7229500000000044,-3.7229500000000044
CA-SC-10-F-69-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,26.832542857142855,42,15.167457142857145,-15.167457142857145
CA-SC-10-F-74-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,34.933461904761906,45,10.066538095238094,-10.066538095238094
CA-SC-10-F-74-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,23.918576190476195,40,16.081423809523805,-16.081423809523805
CA-SC-10-F-74-GR-1TO,v1,Mar-May,2026-02-23,smooth,short,13.664919047619048,45,31.335080952380952,-31.335080952380952
CA-SC-10-F-94-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,41.90986190476191,89,47.09013809523809,-47.09013809523809
CA-SC-10-F-99-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,35.30974523809523,28,7.309745238095232,7.309745238095232
CA-SC-10-F-NEW-BE-1TO,v1,Mar-May,2026-02-23,smooth,short,60.26265476190476,55,5.262654761904763,5.262654761904763
CA-SC-10-F-NEW-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,120.73344999999999,138,17.26655000000001,-17.26655000000001
CA-SC-10-R-90-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,179.49071666666669,279,99.50928333333331,-99.50928333333331
CA-SC-10-R-90-DB-1TO,v1,Mar-May,2026-02-23,smooth,short,34.262164285714285,22,12.262164285714285,12.262164285714285
CA-SC-10-R-90-DG-1TO,v1,Mar-May,2026-02-23,smooth,short,118.25130476190476,150,31.748695238095237,-31.748695238095237
CA-SC-10-R-91-BK-1TO,v1,Mar-May,2026-02-23,smooth,short,30.591300000000004,47,16.408699999999996,-16.408699999999996
CC-CC-03-CHCV15-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,90.87408095238095,121,30.12591904761905,-30.12591904761905
CC-CC-03-MZMX38-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,37.405671428571424,42,4.594328571428576,-4.594328571428576
CC-CC-15-CHCV20-BKRD-STR,v1,Mar-May,2026-02-23,smooth,short,32.31043333333333,37,4.689566666666671,-4.689566666666671
CC-CC-15-CHCV21-BKRD-STR,v1,Mar-May,2026-02-23,smooth,short,19.341778571428573,34,14.658221428571427,-14.658221428571427
CC-CC-15-DGCH05-BKRD-STR,v1,Mar-May,2026-02-23,smooth,long,49.62863809523809,39,10.628638095238088,10.628638095238088
CC-CN-03-B-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,219.78895476190476,374,154.21104523809524,-154.21104523809524
CC-CN-03-D-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,524.4625380952382,782,257.5374619047618,-257.5374619047618
CC-CN-03-F-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,177.50153571428572,263,85.49846428571428,-85.49846428571428
CC-CN-03-G-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,81.73398809523809,100,18.26601190476191,-18.26601190476191
CC-CN-03-H-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,98.52789285714286,119,20.47210714285714,-20.47210714285714
CC-CN-03-I-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,77.0815261904762,138,60.9184738095238,-60.9184738095238
CC-CN-03-J-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,514.8205642857142,561,46.17943571428577,-46.17943571428577
CC-CN-03-K-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,500.31085476190475,646,145.68914523809525,-145.68914523809525
CC-CN-03-L-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,360.7828547619048,444,83.21714523809521,-83.21714523809521
CC-CN-03-M-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,399.38234047619045,654,254.61765952380955,-254.61765952380955
CC-CN-03-N-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,407.433580952381,524,116.56641904761898,-116.56641904761898
CC-CN-03-P-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,579.5876642857144,785,205.41233571428563,-205.41233571428563
CC-CN-03-R-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,286.39518095238094,390,103.60481904761906,-103.60481904761906
CC-CN-03-T-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,84.72438333333334,169,84.27561666666666,-84.27561666666666
CC-CN-03-X-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,593.1249476190476,620,26.87505238095241,-26.87505238095241
CC-CP-03-F-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,48.02261904761905,66,17.977380952380948,-17.977380952380948
CC-CP-03-G-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,541.3947785714286,757,215.60522142857144,-215.60522142857144
CC-CP-03-H-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,84.02022142857143,156,71.97977857142857,-71.97977857142857
CC-CP-03-I-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,260.848930952381,377,116.15106904761899,-116.15106904761899
CC-CP-03-J-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,477.41030714285716,594,116.58969285714284,-116.58969285714284
CC-CP-03-K-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,493.7522642857144,752,258.2477357142856,-258.2477357142856
CC-CP-03-L-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,40.87909523809523,61,20.120904761904768,-20.120904761904768
CC-CP-03-M-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,34.62061428571428,80,45.37938571428572,-45.37938571428572
CC-CS-03-G-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,50.19599285714286,111,60.80400714285714,-60.80400714285714
CC-CS-03-H-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,115.01098809523809,134,18.98901190476191,-18.98901190476191
CC-CS-03-I-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,174.41229285714286,209,34.58770714285714,-34.58770714285714
CC-CS-03-J-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,56.46950476190476,115,58.53049523809524,-58.53049523809524
CC-CS-03-K-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,241.36728809523808,368,126.63271190476192,-126.63271190476192
CC-CS-03-L-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,147.0536666666667,160,12.946333333333314,-12.946333333333314
CC-CS-03-M-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,111.13656904761905,182,70.86343095238095,-70.86343095238095
CC-CS-03-N-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,50.19573809523809,85,34.80426190476191,-34.80426190476191
CC-SN-03-B-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,29.769692857142854,71,41.23030714285714,-41.23030714285714
CC-SN-03-D-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,64.23006190476193,106,41.769938095238075,-41.769938095238075
CC-SS-03-G-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,55.990297619047624,88,32.009702380952376,-32.009702380952376
CC-SS-03-H-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,42.55950476190476,85,42.44049523809524,-42.44049523809524
CC-SS-03-I-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,82.88780476190476,136,53.11219523809524,-53.11219523809524
CC-SS-03-J-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,118.9885857142857,135,16.011414285714295,-16.011414285714295
CC-SS-03-K-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,189.8523928571429,238,48.14760714285711,-48.14760714285711
CC-SS-03-M-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,137.26112857142857,267,129.73887142857143,-129.73887142857143
CC-SS-03-N-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,57.3112380952381,84,26.688761904761897,-26.688761904761897
CC-SS-03-R-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,34.01682857142857,39,4.983171428571431,-4.983171428571431
CC-SS-15-K-BKRD-STR,v1,Mar-May,2026-02-23,smooth,short,42.57529999999999,26,16.57529999999999,16.57529999999999
CC-SS-15-M-BKRD-STR,v1,Mar-May,2026-02-23,smooth,short,46.39061428571429,44,2.3906142857142925,2.3906142857142925
CC-TC-03-N-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,35.42184047619048,60,24.578159523809518,-24.578159523809518
CC-TC-03-P-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,25.260407142857144,59,33.73959285714285,-33.73959285714285
CC-TS-03-N-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,28.14864285714286,46,17.85135714285714,-17.85135714285714
CC-TS-03-R-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,52.94258095238095,68,15.05741904761905,-15.05741904761905
CC-TS-03-S-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,147.42256190476192,288,140.57743809523808,-140.57743809523808
CC-TS-03-T-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,55.27747380952381,121,65.72252619047619,-65.72252619047619
CC-TS-03-V-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,26.083797619047623,36,9.916202380952377,-9.916202380952377
CC-TS-15-S-BKRD-STR,v1,Mar-May,2026-02-23,smooth,short,28.332071428571428,49,20.667928571428572,-20.667928571428572
CC-TS-15-T-BKRD-STR,v1,Mar-May,2026-02-23,smooth,short,32.556023809523815,26,6.556023809523815,6.556023809523815
CC-TT-03-S-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,22.977485714285717,32,9.022514285714283,-9.022514285714283
CC-TT-03-U-GR-1TO,v1,Mar-May,2026-02-23,smooth,long,46.71492619047619,55,8.285073809523809,-8.285073809523809
CA-SC-10-B-10-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,121.74155297619049,119,2.7415529761904907,2.7415529761904907
CA-SC-10-B-10-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,499.19100198412707,469,30.19100198412707,30.19100198412707
CA-SC-10-B-10-BR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,75.44907222222223,66,9.449072222222227,9.449072222222227
CA-SC-10-B-10-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,68.8170898809524,65,3.8170898809523948,3.8170898809523948
CA-SC-10-B-10-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,168.8965986111111,152,16.896598611111102,16.896598611111102
CA-SC-10-B-10-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,130.73416031746032,111,19.734160317460322,19.734160317460322
CA-SC-10-B-10-WR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,71.93111646825396,89,17.06888353174604,-17.06888353174604
CA-SC-10-B-125-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,104.09207162698415,65,39.09207162698415,39.09207162698415
CA-SC-10-B-125-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,59.26967321428572,50,9.269673214285717,9.269673214285717
CA-SC-10-B-127-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,203.41268313492066,251,47.587316865079345,-47.587316865079345
CA-SC-10-B-127-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,56.13066646825398,69,12.869333531746022,-12.869333531746022
CA-SC-10-B-127-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,54.46399027777778,63,8.536009722222218,-8.536009722222218
CA-SC-10-B-129-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,54.8122136904762,33,21.8122136904762,21.8122136904762
CA-SC-10-B-131-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,37.86842182539682,25,12.868421825396823,12.868421825396823
CA-SC-10-B-132-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,96.29601388888892,78,18.296013888888922,18.296013888888922
CA-SC-10-B-132-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,30.609187698412697,39,8.390812301587303,-8.390812301587303
CA-SC-10-B-132-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,36.39034583333334,37,0.6096541666666582,-0.6096541666666582
CA-SC-10-B-137-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,27.95854305555556,33,5.041456944444441,-5.041456944444441
CA-SC-10-B-138-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,328.0996466269841,153,175.0996466269841,175.0996466269841
CA-SC-10-B-138-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,162.96530972222226,81,81.96530972222226,81.96530972222226
CA-SC-10-B-141-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,70.71533214285715,44,26.71533214285715,26.71533214285715
CA-SC-10-B-147-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,116.71804305555557,53,63.71804305555557,63.71804305555557
CA-SC-10-B-149-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,35.555508928571435,23,12.555508928571435,12.555508928571435
CA-SC-10-B-15-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,38.63581230158731,51,12.364187698412692,-12.364187698412692
CA-SC-10-B-151-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,74.39391031746031,46,28.39391031746031,28.39391031746031
CA-SC-10-B-159-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,38.76820714285714,22,16.768207142857143,16.768207142857143
CA-SC-10-B-16-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,28.272793452380952,30,1.7272065476190477,-1.7272065476190477
CA-SC-10-B-16-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,94.24514285714287,72,22.245142857142866,22.245142857142866
CA-SC-10-B-162-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,73.84959265873016,46,27.84959265873016,27.84959265873016
CA-SC-10-B-176-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,50.07797400793652,106,55.92202599206348,-55.92202599206348
CA-SC-10-B-176-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,18.688655952380955,43,24.311344047619045,-24.311344047619045
CA-SC-10-B-177-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,132.33588809523812,133,0.6641119047618815,-0.6641119047618815
CA-SC-10-B-177-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,53.99011666666668,59,5.00988333333332,-5.00988333333332
CA-SC-10-B-188-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,53.321647619047624,26,27.321647619047624,27.321647619047624
CA-SC-10-B-201-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,34.64872916666667,50,15.35127083333333,-15.35127083333333
CA-SC-10-B-22-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,35.18105634920635,40,4.818943650793649,-4.818943650793649
CA-SC-10-B-28-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,81.52774404761907,96,14.472255952380934,-14.472255952380934
CA-SC-10-B-28-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,187.54503650793654,177,10.545036507936544,10.545036507936544
CA-SC-10-B-28-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,28.298523015873016,36,7.701476984126984,-7.701476984126984
CA-SC-10-B-28-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,55.20864880952382,66,10.791351190476178,-10.791351190476178
CA-SC-10-B-28-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,77.87764325396824,52,25.877643253968245,25.877643253968245
CA-SC-10-B-32-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,105.11326051587304,111,5.886739484126963,-5.886739484126963
CA-SC-10-B-32-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,392.8147446428572,353,39.81474464285719,39.81474464285719
CA-SC-10-B-32-BR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,52.124598412698425,51,1.1245984126984254,1.1245984126984254
CA-SC-10-B-32-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,69.47606646825399,62,7.47606646825399,7.47606646825399
CA-SC-10-B-32-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,106.72123333333334,141,34.278766666666655,-34.278766666666655
CA-SC-10-B-32-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,61.503648809523824,82,20.496351190476176,-20.496351190476176
CA-SC-10-B-32-WR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,62.56180833333333,68,5.438191666666668,-5.438191666666668
CA-SC-10-B-36-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,19.137049801587303,29,9.862950198412697,-9.862950198412697
CA-SC-10-B-36-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,62.2887751984127,44,18.2887751984127,18.2887751984127
CA-SC-10-B-37-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,210.91372519841275,176,34.91372519841275,34.91372519841275
CA-SC-10-B-37-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,90.00900753968256,108,17.990992460317443,-17.990992460317443
CA-SC-10-B-38-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,34.69294404761905,42,7.307055952380949,-7.307055952380949
CA-SC-10-B-39-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,74.50182460317461,54,20.50182460317461,20.50182460317461
CA-SC-10-B-44-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,79.93650793650795,65,14.936507936507951,14.936507936507951
CA-SC-10-B-44-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,233.08811250000002,245,11.911887499999978,-11.911887499999978
CA-SC-10-B-44-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,52.552508531746035,64,11.447491468253965,-11.447491468253965
CA-SC-10-B-44-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,162.2528755952381,132,30.252875595238095,30.252875595238095
CA-SC-10-B-47-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,48.26041765873016,46,2.2604176587301623,2.2604176587301623
CA-SC-10-B-47-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,66.818926984127,56,10.818926984127003,10.818926984127003
CA-SC-10-B-48-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,22.424938293650793,33,10.575061706349207,-10.575061706349207
CA-SC-10-B-53-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,49.568628571428576,34,15.568628571428576,15.568628571428576
CA-SC-10-B-56-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,54.83019940476191,57,2.1698005952380868,-2.1698005952380868
CA-SC-10-B-67-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,33.51987579365079,32,1.5198757936507903,1.5198757936507903
CA-SC-10-B-71-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,15.770723611111112,33,17.229276388888888,-17.229276388888888
CA-SC-10-B-76-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,54.14674226190476,44,10.146742261904762,10.146742261904762
CA-SC-10-B-76-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,46.149344444444445,34,12.149344444444445,12.149344444444445
